id,label,description,x,y,weight,cluster
521,curr anthr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT ANTHROPOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ANTHROPOLOGY</TD></TR></TABLE>",40.168929,28.935809,116.900000,3
522,curr genet,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY</TD></TR></TABLE>",-30.015219,-8.530109,63.831000,11
523,curr med r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT MEDICAL RESEARCH AND OPINION</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL<BR>MEDICINE, RESEARCH & EXPERIMENTAL</TD></TR></TABLE>",-6.214338,25.512133,117.890000,10
524,curr microb,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT MICROBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>MICROBIOLOGY</TD></TR></TABLE>",-27.703480,-7.560831,102.640000,2
525,current sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>MULTIDISCIPLINARY SCIENCES</TD></TR></TABLE>",-25.129142,-32.164427,322.290000,9
526,cutis,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CUTIS</TD></TR><TR><TD>Subject category:</TD><TD>DERMATOLOGY</TD></TR></TABLE>",-37.720841,30.881347,70.186000,12
527,cytog c gen,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CYTOGENETICS AND CELL GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>GENETICS & HEREDITY</TD></TR></TABLE>",-34.376702,-3.660771,44.165000,15
528,czec j phys,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CZECHOSLOVAK JOURNAL OF PHYSICS</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",27.343289,-48.404530,79.686000,8
529,demography,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEMOGRAPHY</TD></TR><TR><TD>Subject category:</TD><TD>DEMOGRAPHY</TD></TR></TABLE>",36.972326,23.998696,118.040000,3
530,desalinatn,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DESALINATION</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, CHEMICAL<BR>WATER RESOURCES</TD></TR></TABLE>",-9.366220,-27.636777,394.570000,13
531,deut med wo,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-15.921777,48.325767,70.431000,12
532,deut tier w,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEUTSCHE TIERARZTLICHE WOCHENSCHRIFT</TD></TR><TR><TD>Subject category:</TD><TD>VETERINARY SCIENCES</TD></TR></TABLE>",-45.597358,3.242656,44.427000,12
533,develop cha,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENT AND CHANGE</TD></TR><TR><TD>Subject category:</TD><TD>PLANNING & DEVELOPMENT</TD></TR></TABLE>",41.439809,22.766641,76.289000,3
534,develop gr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENT GROWTH & DIFFERENTIATION</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-29.615759,3.063392,37.035000,11
535,dev comp im,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>IMMUNOLOGY<BR>ZOOLOGY</TD></TR></TABLE>",-36.786129,5.115830,81.059000,11
536,develop bio,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-29.255683,3.752179,536.050000,15
537,develop med,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>PEDIATRICS</TD></TR></TABLE>",5.890215,45.927354,216.710000,1
538,dev neurosc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL NEUROSCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>NEUROSCIENCES</TD></TR></TABLE>",5.779550,9.091124,37.486000,4
539,develop psy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL PSYCHOBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>DEVELOPMENTAL BIOLOGY<BR>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",17.042757,41.920550,54.659000,4
540,devel psych,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL PSYCHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, DEVELOPMENTAL</TD></TR></TABLE>",19.968110,25.767299,274.100000,3
541,diabetes,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIABETES</TD></TR><TR><TD>Subject category:</TD><TD>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-8.959637,17.901777,982.190000,10
542,diabete met,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIABETES & METABOLISM</TD></TR><TR><TD>Subject category:</TD><TD>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-7.404466,19.387550,62.380000,10
543,diabet care,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIABETES CARE</TD></TR><TR><TD>Subject category:</TD><TD>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-7.237218,20.190072,1235.000000,10
544,diabetolog,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIABETOLOGIA</TD></TR><TR><TD>Subject category:</TD><TD>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-8.363029,18.632563,412.360000,10
545,differentia,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIFFERENTIATION</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-29.701474,4.813289,50.230000,15
546,digestion,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIGESTION</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY</TD></TR></TABLE>",-25.470241,30.110033,72.303000,12
547,dig dis sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIGESTIVE DISEASES AND SCIENCES</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY</TD></TR></TABLE>",-25.655500,29.306822,278.660000,12
548,disasters,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISASTERS</TD></TR><TR><TD>Subject category:</TD><TD>PLANNING & DEVELOPMENT</TD></TR></TABLE>",37.381833,15.657429,41.191000,3
549,discr app m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISCRETE APPLIED MATHEMATICS</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED</TD></TR></TABLE>",38.265472,-9.782822,192.170000,9
550,discr math,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISCRETE MATHEMATICS</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",47.591273,-14.818094,384.620000,8
551,dis col rec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISEASES OF THE COLON & RECTUM</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY<BR>SURGERY</TD></TR></TABLE>",-24.453750,34.719670,421.880000,12
552,displays,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISPLAYS</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, HARDWARE & ARCHITECTURE<BR>ENGINEERING, ELECTRICAL & ELECTRONIC<BR>INSTRUMENTS & INSTRUMENTATION<BR>OPTICS</TD></TR></TABLE>",15.959253,-6.509978,39.127000,5
553,doc ophthal,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DOCUMENTA OPHTHALMOLOGICA</TD></TR><TR><TD>Subject category:</TD><TD>OPHTHALMOLOGY</TD></TR></TABLE>",-20.583755,57.288016,28.693000,7
554,drug al dep,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUG AND ALCOHOL DEPENDENCE</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHIATRY<BR>SUBSTANCE ABUSE</TD></TR></TABLE>",11.528372,23.905937,245.450000,1
555,drug dev in,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MEDICINAL<BR>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-3.376516,-5.184958,114.380000,2
556,drug meta d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUG METABOLISM AND DISPOSITION</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-4.511286,7.981039,315.140000,2
557,drug metab,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUG METABOLISM REVIEWS</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-4.290999,7.441438,45.605000,2
558,drugs,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUGS</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY<BR>TOXICOLOGY</TD></TR></TABLE>",-3.988852,14.217800,269.160000,12
559,duke math j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DUKE MATHEMATICAL JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",50.430369,-27.982123,188.900000,8
560,ear hear,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EAR AND HEARING</TD></TR><TR><TD>Subject category:</TD><TD>OTORHINOLARYNGOLOGY</TD></TR></TABLE>",-23.157146,47.198821,105.400000,7
561,ear hum dev,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EARLY HUMAN DEVELOPMENT</TD></TR><TR><TD>Subject category:</TD><TD>OBSTETRICS & GYNECOLOGY<BR>PEDIATRICS</TD></TR></TABLE>",-9.744340,32.712595,78.330000,1
562,earth plan,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EARTH AND PLANETARY SCIENCE LETTERS</TD></TR><TR><TD>Subject category:</TD><TD>GEOCHEMISTRY & GEOPHYSICS</TD></TR></TABLE>",-21.906461,-51.003118,661.440000,9
563,earth surf,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EARTH SURFACE PROCESSES AND LANDFORMS</TD></TR><TR><TD>Subject category:</TD><TD>GEOGRAPHY, PHYSICAL<BR>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-27.026225,-38.481928,153.790000,9
564,earth sci r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EARTH-SCIENCE REVIEWS</TD></TR><TR><TD>Subject category:</TD><TD>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-26.223895,-49.533816,124.430000,9
565,earth en st,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, CIVIL<BR>ENGINEERING, GEOLOGICAL</TD></TR></TABLE>",34.205418,-36.136151,202.970000,8
566,ecol ent,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOLOGICAL ENTOMOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-41.616177,-14.830852,96.885000,14
567,ecol model,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOLOGICAL MODELLING</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY</TD></TR></TABLE>",-30.964594,-29.864246,361.370000,14
568,ecol monogr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOLOGICAL MONOGRAPHS</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY</TD></TR></TABLE>",-37.807208,-28.533615,125.600000,14
569,ecology,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY</TD></TR></TABLE>",-38.999492,-28.616834,844.940000,14
570,econometric,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMETRICA</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS<BR>MATHEMATICS, INTERDISCIPLINARY APPLICATIONS<BR>SOCIAL SCIENCES, MATHEMATICAL METHODS<BR>STATISTICS & PROBABILITY</TD></TR></TABLE>",46.534811,3.221435,378.570000,3
571,econ botan,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMIC BOTANY</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-31.920593,-22.427789,51.583000,14
572,econ dev cu,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMIC DEVELOPMENT AND CULTURAL CHANGE</TD></TR><TR><TD>Subject category:</TD><TD>AREA STUDIES<BR>ECONOMICS<BR>PLANNING & DEVELOPMENT</TD></TR></TABLE>",46.348381,13.972749,41.780000,3
573,econ hist r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMIC HISTORY REVIEW</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS<BR>HISTORY<BR>HISTORY OF SOCIAL SCIENCES</TD></TR></TABLE>",49.475905,16.335971,57.780000,3
574,econ inq,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMIC INQUIRY</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",50.834952,11.637183,74.239000,3
575,econ j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMIC JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",49.356346,11.699712,244.820000,3
576,economica,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMICA</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",48.725487,11.136002,39.626000,3
577,econ lett,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMICS LETTERS</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",46.653135,7.297957,195.020000,3
578,econ societ,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECONOMY AND SOCIETY</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS<BR>SOCIOLOGY</TD></TR></TABLE>",39.361487,20.543718,69.219000,3
579,ecotox env,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>TOXICOLOGY</TD></TR></TABLE>",-19.820693,-26.657641,159.370000,2
580,educ psyc m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, INTERDISCIPLINARY APPLICATIONS<BR>PSYCHOLOGY, EDUCATIONAL<BR>PSYCHOLOGY, MATHEMATICAL</TD></TR></TABLE>",26.932512,18.486946,115.020000,3
581,educ geron,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EDUCATIONAL GERONTOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>EDUCATION & EDUCATIONAL RESEARCH<BR>GERONTOLOGY</TD></TR></TABLE>",13.991216,24.200376,37.132000,1
582,educ leader,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EDUCATIONAL LEADERSHIP</TD></TR><TR><TD>Subject category:</TD><TD>EDUCATION & EDUCATIONAL RESEARCH</TD></TR></TABLE>",32.748909,33.672699,62.957000,3
583,eight-ct st,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EIGHTEENTH-CENTURY STUDIES</TD></TR><TR><TD>Subject category:</TD><TD>HUMANITIES, MULTIDISCIPLINARY</TD></TR></TABLE>",45.632014,27.261141,38.331000,3
584,electr act,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ELECTROCHIMICA ACTA</TD></TR><TR><TD>Subject category:</TD><TD>ELECTROCHEMISTRY</TD></TR></TABLE>",2.135554,-30.010891,954.780000,13
585,eeg cl neur,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>ENGINEERING, BIOMEDICAL</TD></TR></TABLE>",14.243936,8.930097,33.098000,4
586,electr lett,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ELECTRONICS LETTERS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",18.663236,-9.538589,1017.500000,5
587,elem sch j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ELEMENTARY SCHOOL JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>EDUCATION & EDUCATIONAL RESEARCH</TD></TR></TABLE>",30.857455,33.823459,38.245000,3
588,endocrinol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENDOCRINOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-30.569889,7.115910,855.960000,15
589,endoscopy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENDOSCOPY</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY<BR>SURGERY</TD></TR></TABLE>",-24.467217,32.005403,242.230000,12
590,energy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENERGY</TD></TR><TR><TD>Subject category:</TD><TD>ENERGY & FUELS<BR>THERMODYNAMICS</TD></TR></TABLE>",18.859538,-20.735152,204.580000,8
591,energ bldg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENERGY AND BUILDINGS</TD></TR><TR><TD>Subject category:</TD><TD>CONSTRUCTION & BUILDING TECHNOLOGY<BR>ENERGY & FUELS<BR>ENGINEERING, CIVIL</TD></TR></TABLE>",20.295142,-21.462926,190.330000,8
592,energ polic,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENERGY POLICY</TD></TR><TR><TD>Subject category:</TD><TD>ENERGY & FUELS<BR>ENVIRONMENTAL SCIENCES<BR>ENVIRONMENTAL STUDIES</TD></TR></TABLE>",40.544070,6.279393,348.100000,3
593,energ sourc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENERGY SOURCES</TD></TR><TR><TD>Subject category:</TD><TD>ENERGY & FUELS<BR>ENGINEERING, CHEMICAL</TD></TR></TABLE>",-10.315417,-34.356205,60.887000,13
594,eng fract m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENGINEERING FRACTURE MECHANICS</TD></TR><TR><TD>Subject category:</TD><TD>MECHANICS</TD></TR></TABLE>",29.622448,-33.683505,222.450000,8
595,eng geol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENGINEERING GEOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, GEOLOGICAL<BR>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-9.617467,-45.012780,158.290000,9
596,eng struct,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENGINEERING STRUCTURES</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, CIVIL</TD></TR></TABLE>",33.945144,-36.076866,233.580000,8
597,ent exp app,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-40.471236,-14.040896,158.410000,14
598,envir behav,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENT AND BEHAVIOR</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL STUDIES<BR>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",26.474372,15.001050,59.622000,3
599,envir pl-a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENT AND PLANNING A</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL STUDIES<BR>GEOGRAPHY</TD></TR></TABLE>",39.319137,17.136055,181.620000,3
600,envir pl-b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENT AND PLANNING B-PLANNING & DESIGN</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL STUDIES</TD></TR></TABLE>",38.709609,14.548809,65.956000,3
601,envir exp b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL AND EXPERIMENTAL BOTANY</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>PLANT SCIENCES</TD></TR></TABLE>",-26.153841,-19.001917,74.647000,14
602,env biol f,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL BIOLOGY OF FISHES</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY<BR>MARINE & FRESHWATER BIOLOGY</TD></TR></TABLE>",-39.337652,-30.962660,156.030000,14
603,envir cons,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL CONSERVATION</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES</TD></TR></TABLE>",-30.766703,-31.057220,61.810000,14
604,env entomol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL ENTOMOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-39.730541,-14.173710,205.780000,14
605,envir geol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL GEOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>GEOSCIENCES, MULTIDISCIPLINARY<BR>WATER RESOURCES</TD></TR></TABLE>",-15.855977,-38.777174,178.020000,9
606,envir h per,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL HEALTH PERSPECTIVES</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",-0.659039,1.026319,673.400000,2
607,envir manag,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL MANAGEMENT</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES</TD></TR></TABLE>",-29.461324,-31.152422,144.350000,14
608,envir res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",0.420007,1.175351,154.160000,2
609,env sci tec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMENTAL SCIENCE & TECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ENVIRONMENTAL<BR>ENVIRONMENTAL SCIENCES</TD></TR></TABLE>",-16.316796,-30.858973,1951.200000,2
610,enzyme micr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENZYME AND MICROBIAL TECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOTECHNOLOGY & APPLIED MICROBIOLOGY</TD></TR></TABLE>",-17.882495,-8.868448,312.710000,2
611,epilepsia,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EPILEPSIA</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY</TD></TR></TABLE>",4.457200,39.690836,450.510000,4
612,equine v j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EQUINE VETERINARY JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>VETERINARY SCIENCES</TD></TR></TABLE>",-43.981501,8.564508,154.290000,12
613,ergonomics,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ERGONOMICS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, INDUSTRIAL<BR>ERGONOMICS<BR>PSYCHOLOGY, APPLIED<BR>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",21.748476,11.024575,160.110000,3
614,estuaries,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ESTUARIES</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>MARINE & FRESHWATER BIOLOGY</TD></TR></TABLE>",-33.727573,-35.969804,120.220000,14
615,ethics,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ETHICS</TD></TR><TR><TD>Subject category:</TD><TD>ETHICS<BR>PHILOSOPHY</TD></TR></TABLE>",45.905438,35.067659,86.046000,3
616,ethn racial,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ETHNIC AND RACIAL STUDIES</TD></TR><TR><TD>Subject category:</TD><TD>ETHNIC STUDIES<BR>SOCIOLOGY</TD></TR></TABLE>",39.412839,24.264019,96.105000,3
617,euphytica,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUPHYTICA</TD></TR><TR><TD>Subject category:</TD><TD>AGRONOMY<BR>HORTICULTURE<BR>PLANT SCIENCES</TD></TR></TABLE>",-29.725030,-14.320900,242.030000,14
618,eur econ r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUROPEAN ECONOMIC REVIEW</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",48.654558,10.038332,190.020000,3
619,eur j bioch,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUROPEAN JOURNAL OF BIOCHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY</TD></TR></TABLE>",-29.168436,-1.717631,576.990000,11
620,eur j canc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUROPEAN JOURNAL OF CANCER</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY</TD></TR></TABLE>",-32.133707,26.451074,500.150000,12
