id,label,description,x,y,weight,cluster
3190,knowl-bas s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>KNOWLEDGE-BASED SYSTEMS</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE</TD></TR></TABLE>",30.650602,-1.493991,34.784000,9
3191,ndt e int,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>NDT & E INTERNATIONAL</TD></TR><TR><TD>Subject category:</TD><TD>MATERIALS SCIENCE, CHARACTERIZATION & TESTING</TD></TR></TABLE>",25.544749,-33.395619,93.150000,8
3192,ped neuros,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PEDIATRIC NEUROSURGERY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>PEDIATRICS<BR>SURGERY</TD></TR></TABLE>",-2.902638,41.927122,99.175000,7
3193,z phys chem,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMI</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, PHYSICAL</TD></TR></TABLE>",-0.156452,-30.333407,45.727000,13
3194,alz dis a d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ALZHEIMER DISEASE & ASSOCIATED DISORDERS</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>PATHOLOGY</TD></TR></TABLE>",8.826647,32.469284,66.914000,1
3195,beh ecology,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BEHAVIORAL ECOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BEHAVIORAL SCIENCES<BR>ECOLOGY<BR>ZOOLOGY</TD></TR></TABLE>",-39.522367,-23.989037,185.180000,14
3196,food hydroc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>FOOD HYDROCOLLOIDS</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, APPLIED<BR>FOOD SCIENCE & TECHNOLOGY</TD></TR></TABLE>",-17.595204,-16.549606,136.400000,2
3197,food microb,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>FOOD MICROBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOTECHNOLOGY & APPLIED MICROBIOLOGY<BR>FOOD SCIENCE & TECHNOLOGY<BR>MICROBIOLOGY</TD></TR></TABLE>",-21.318268,-12.231899,114.630000,2
3198,game econ b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>GAMES AND ECONOMIC BEHAVIOR</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",43.936314,4.257517,115.540000,3
3199,heal educ r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>HEALTH EDUCATION RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>EDUCATION & EDUCATIONAL RESEARCH<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",6.311734,25.367227,95.860000,1
3200,int j std a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INTERNATIONAL JOURNAL OF STD & AIDS</TD></TR><TR><TD>Subject category:</TD><TD>IMMUNOLOGY<BR>INFECTIOUS DISEASES</TD></TR></TABLE>",1.302660,22.214396,132.530000,12
3201,j contam hy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF CONTAMINANT HYDROLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>GEOSCIENCES, MULTIDISCIPLINARY<BR>WATER RESOURCES</TD></TR></TABLE>",-14.806409,-36.203043,156.330000,9
3202,j vet d inv,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION</TD></TR><TR><TD>Subject category:</TD><TD>VETERINARY SCIENCES</TD></TR></TABLE>",-41.542984,5.353698,99.405000,12
3203,phytoch an,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYTOCHEMICAL ANALYSIS</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMICAL RESEARCH METHODS<BR>CHEMISTRY, ANALYTICAL<BR>PLANT SCIENCES</TD></TR></TABLE>",-11.342300,-11.664757,67.022000,2
3204,act paediat,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ACTA PAEDIATRICA</TD></TR><TR><TD>Subject category:</TD><TD>PEDIATRICS</TD></TR></TABLE>",-8.579811,29.094646,271.980000,10
3205,aids care,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV</TD></TR><TR><TD>Subject category:</TD><TD>HEALTH POLICY & SERVICES<BR>PSYCHOLOGY, MULTIDISCIPLINARY<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH<BR>SOCIAL SCIENCES, BIOMEDICAL</TD></TR></TABLE>",2.373704,23.699806,129.520000,1
3206,aids educ p,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AIDS EDUCATION AND PREVENTION</TD></TR><TR><TD>Subject category:</TD><TD>EDUCATION & EDUCATIONAL RESEARCH<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",2.267981,23.716423,82.474000,1
3207,am j rhinol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF RHINOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>OTORHINOLARYNGOLOGY</TD></TR></TABLE>",-25.278777,44.797573,77.588000,7
3208,ann pharmac,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF PHARMACOTHERAPY</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-5.254098,28.385344,212.080000,1
3209,app catal a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED CATALYSIS A-GENERAL</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, PHYSICAL<BR>ENVIRONMENTAL SCIENCES</TD></TR></TABLE>",-2.844650,-25.292139,846.920000,13
3210,app catal b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED CATALYSIS B-ENVIRONMENTAL</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, PHYSICAL<BR>ENGINEERING, CHEMICAL<BR>ENGINEERING, ENVIRONMENTAL</TD></TR></TABLE>",-3.719357,-25.104968,497.150000,13
3211,aquat cons,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>MARINE & FRESHWATER BIOLOGY<BR>WATER RESOURCES</TD></TR></TABLE>",-35.835239,-31.496306,47.717000,14
3212,arch clin n,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ARCHIVES OF CLINICAL NEUROPSYCHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, CLINICAL<BR>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",13.672162,28.409490,65.898000,1
3213,bio bioener,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOMASS & BIOENERGY</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURAL ENGINEERING<BR>BIOTECHNOLOGY & APPLIED MICROBIOLOGY<BR>ENERGY & FUELS</TD></TR></TABLE>",-10.924200,-25.907276,182.280000,2
3214,bios biot b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>BIOTECHNOLOGY & APPLIED MICROBIOLOGY<BR>CHEMISTRY, APPLIED<BR>FOOD SCIENCE & TECHNOLOGY</TD></TR></TABLE>",-20.652201,-6.396344,335.570000,2
3215,brain path,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BRAIN PATHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>NEUROSCIENCES<BR>PATHOLOGY</TD></TR></TABLE>",1.973795,15.814470,73.236000,4
3216,br j neuros,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BRITISH JOURNAL OF NEUROSURGERY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>SURGERY</TD></TR></TABLE>",-3.571967,42.371605,84.985000,7
3217,canc epid b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",-7.273820,16.248015,422.570000,12
3218,clin inf d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CLINICAL INFECTIOUS DISEASES</TD></TR><TR><TD>Subject category:</TD><TD>IMMUNOLOGY<BR>INFECTIOUS DISEASES<BR>MICROBIOLOGY</TD></TR></TABLE>",-33.415318,14.797899,1266.000000,12
3219,cr r oral b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CRITICAL REVIEWS IN ORAL BIOLOGY & MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>DENTISTRY, ORAL SURGERY & MEDICINE</TD></TR></TABLE>",-35.469516,39.777004,66.454000,7
3220,dermatology,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DERMATOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>DERMATOLOGY</TD></TR></TABLE>",-36.134277,29.595305,155.180000,12
3221,dev dynam,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL DYNAMICS</TD></TR><TR><TD>Subject category:</TD><TD>ANATOMY & MORPHOLOGY<BR>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-25.476341,4.897641,185.720000,15
3222,drug aging,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DRUGS & AGING</TD></TR><TR><TD>Subject category:</TD><TD>GERIATRICS & GERONTOLOGY<BR>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",2.607935,34.885184,68.776000,1
3223,environmetr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ENVIRONMETRICS</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>MATHEMATICS, INTERDISCIPLINARY APPLICATIONS<BR>STATISTICS & PROBABILITY</TD></TR></TABLE>",43.192634,-1.712836,46.569000,14
3224,meth enzym,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>GLYCOBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY</TD></TR></TABLE>",-20.848090,-1.158155,135.830000,11
3225,heteroat ch,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>HETEROATOM CHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY</TD></TR></TABLE>",-3.165701,-14.015584,61.485000,6
3226,hippocampus,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>HIPPOCAMPUS</TD></TR><TR><TD>Subject category:</TD><TD>NEUROSCIENCES</TD></TR></TABLE>",10.918471,15.878318,104.570000,4
3227,ieee circ-i,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-FUNDAMENTAL THEORY AND APPLICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",23.947246,-13.179124,228.620000,9
3228,ieee cir-ii,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-ANALOG AND DIGITAL SIGNAL PROCESSING</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",23.487068,-12.277621,156.530000,9
3229,ieee knowl,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE<BR>COMPUTER SCIENCE, INFORMATION SYSTEMS<BR>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",29.965412,-3.933521,166.310000,9
3230,ieice tr co,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEICE TRANSACTIONS ON COMMUNICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC<BR>TELECOMMUNICATIONS</TD></TR></TABLE>",26.181355,-9.295038,148.320000,9
3231,ieice tr el,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEICE TRANSACTIONS ON ELECTRONICS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",20.552859,-13.842666,136.990000,5
3232,ieice t fun,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, HARDWARE & ARCHITECTURE<BR>COMPUTER SCIENCE, INFORMATION SYSTEMS<BR>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",25.490588,-10.766254,126.220000,9
3233,ieice t inf,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, INFORMATION SYSTEMS<BR>COMPUTER SCIENCE, SOFTWARE ENGINEERING</TD></TR></TABLE>",26.470965,-10.542850,72.043000,9
3234,in vitro-an,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-25.204146,8.697431,37.539000,15
3235,in vitro-pl,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>DEVELOPMENTAL BIOLOGY<BR>PLANT SCIENCES</TD></TR></TABLE>",-24.815364,-16.188348,72.736000,14
3236,insec bio m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>ENTOMOLOGY</TD></TR></TABLE>",-39.276564,-10.707834,136.370000,11
3237,intern med,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INTERNAL MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-16.784249,27.926078,105.690000,12
3238,j phys iv,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL DE PHYSIQUE IV</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",11.384668,-38.625998,155.050000,5
3239,j aoac int,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF AOAC INTERNATIONAL</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, ANALYTICAL<BR>FOOD SCIENCE & TECHNOLOGY</TD></TR></TABLE>",-13.074052,-13.528080,221.300000,2
3240,j app geoph,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF APPLIED GEOPHYSICS</TD></TR><TR><TD>Subject category:</TD><TD>GEOSCIENCES, MULTIDISCIPLINARY<BR>MINING & MINERAL PROCESSING</TD></TR></TABLE>",-16.065021,-41.639843,79.114000,9
3241,j as reprod,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF ASSISTED REPRODUCTION AND GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY<BR>OBSTETRICS & GYNECOLOGY</TD></TR></TABLE>",-15.821875,15.018540,40.564000,12
3242,j biom nmr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF BIOMOLECULAR NMR</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>SPECTROSCOPY</TD></TR></TABLE>",-16.440812,-1.184292,106.670000,11
3243,j card elec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CARDIAC & CARDIOVASCULAR SYSTEMS</TD></TR></TABLE>",-11.420480,41.356708,230.800000,10
3244,j exp an en,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF EXPOSURE ANALYSIS AND ENVIRONMENTAL EPIDEMIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH<BR>TOXICOLOGY</TD></TR></TABLE>",-2.040914,2.076870,62.605000,2
3245,j imag sc t,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY</TD></TR></TABLE>",17.683151,-6.803933,51.751000,9
3246,j intel dis,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF INTELLECTUAL DISABILITY RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>EDUCATION, SPECIAL<BR>GENETICS & HEREDITY<BR>PSYCHIATRY<BR>REHABILITATION</TD></TR></TABLE>",24.521105,35.654150,92.909000,1
3247,j macr s pu,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF MACROMOLECULAR SCIENCE-PURE AND APPLIED CHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>POLYMER SCIENCE</TD></TR></TABLE>",7.349499,-19.823755,61.828000,13
3248,j nonlin sc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF NONLINEAR SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED<BR>MECHANICS<BR>PHYSICS, MATHEMATICAL</TD></TR></TABLE>",40.755593,-26.639742,35.588000,8
3249,j oc or psy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, APPLIED</TD></TR></TABLE>",31.320926,15.934488,59.517000,3
3250,j pop econ,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF POPULATION ECONOMICS</TD></TR><TR><TD>Subject category:</TD><TD>DEMOGRAPHY<BR>ECONOMICS</TD></TR></TABLE>",45.953139,11.888728,39.427000,3
3251,j trauma st,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF TRAUMATIC STRESS</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHIATRY<BR>PSYCHOLOGY, CLINICAL</TD></TR></TABLE>",16.171946,31.135254,107.420000,1
3252,microsc res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>MICROSCOPY RESEARCH AND TECHNIQUE</TD></TR><TR><TD>Subject category:</TD><TD>ANATOMY & MORPHOLOGY<BR>BIOLOGY<BR>MICROSCOPY</TD></TR></TABLE>",-16.673093,11.563534,158.750000,15
3253,mol biol ce,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>MOLECULAR BIOLOGY OF THE CELL</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY</TD></TR></TABLE>",-23.046639,3.882413,561.390000,11
3254,obes surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>OBESITY SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-20.632457,32.666400,196.130000,12
3255,organ sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ORGANIZATION SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>MANAGEMENT</TD></TR></TABLE>",34.351002,13.342199,186.650000,3
3256,pediat emer,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PEDIATRIC EMERGENCY CARE</TD></TR><TR><TD>Subject category:</TD><TD>EMERGENCY MEDICINE<BR>PEDIATRICS</TD></TR></TABLE>",-6.281206,33.208036,76.539000,1
3257,plant j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PLANT JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-26.935370,-13.417810,542.800000,11
3258,polit geog,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>POLITICAL GEOGRAPHY</TD></TR><TR><TD>Subject category:</TD><TD>GEOGRAPHY<BR>POLITICAL SCIENCE</TD></TR></TABLE>",40.896046,18.504076,73.776000,3
3259,prot ex pur,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PROTEIN EXPRESSION AND PURIFICATION</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMICAL RESEARCH METHODS<BR>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>BIOTECHNOLOGY & APPLIED MICROBIOLOGY</TD></TR></TABLE>",-19.158037,-4.458197,165.410000,11
3260,smal bus ec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>SMALL BUSINESS ECONOMICS</TD></TR><TR><TD>Subject category:</TD><TD>BUSINESS<BR>ECONOMICS</TD></TR></TABLE>",38.326772,12.236700,43.224000,3
3261,sol en mat,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>SOLAR ENERGY MATERIALS AND SOLAR CELLS</TD></TR><TR><TD>Subject category:</TD><TD>ENERGY & FUELS<BR>MATERIALS SCIENCE, MULTIDISCIPLINARY</TD></TR></TABLE>",14.109323,-30.656361,318.940000,5
3262,theor psych,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>THEORY & PSYCHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",28.557838,25.619665,45.566000,3
3263,vet rad ult,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>VETERINARY RADIOLOGY & ULTRASOUND</TD></TR><TR><TD>Subject category:</TD><TD>VETERINARY SCIENCES</TD></TR></TABLE>",-43.834320,7.033721,109.880000,12
3264,wat env res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>WATER ENVIRONMENT RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ENVIRONMENTAL<BR>ENVIRONMENTAL SCIENCES<BR>LIMNOLOGY<BR>WATER RESOURCES</TD></TR></TABLE>",-13.917699,-28.946741,73.039000,2
3265,water int,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>WATER INTERNATIONAL</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, CIVIL<BR>WATER RESOURCES</TD></TR></TABLE>",-17.989923,-35.305189,44.385000,9
3266,wave rand m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>WAVES IN RANDOM MEDIA</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",22.801484,-35.690806,40.830000,8
3267,act ag sc a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURE, DAIRY & ANIMAL SCIENCE</TD></TR></TABLE>",-39.691910,0.543562,30.079000,2
3268,analog in c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, HARDWARE & ARCHITECTURE<BR>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",23.171309,-12.702631,34.819000,9
3269,ann anatomy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER</TD></TR><TR><TD>Subject category:</TD><TD>ANATOMY & MORPHOLOGY</TD></TR></TABLE>",-21.588118,43.669451,48.741000,7
3270,ann r bio b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>BIOPHYSICS</TD></TR></TABLE>",-15.918431,-1.698677,95.567000,11
3271,biometals,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOMETALS</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY</TD></TR></TABLE>",-9.406153,4.311317,59.229000,2
3272,can j gastr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CANADIAN JOURNAL OF GASTROENTEROLOGY</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY</TD></TR></TABLE>",-23.192731,29.241776,47.495000,12
3273,clim dynam,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CLIMATE DYNAMICS</TD></TR><TR><TD>Subject category:</TD><TD>METEOROLOGY & ATMOSPHERIC SCIENCES</TD></TR></TABLE>",-23.576285,-38.384221,143.330000,9
3274,cult anthr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CULTURAL ANTHROPOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ANTHROPOLOGY</TD></TR></TABLE>",40.957174,26.589938,52.526000,3
3275,dev psychop,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENT AND PSYCHOPATHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, DEVELOPMENTAL</TD></TR></TABLE>",19.474061,27.852705,131.650000,1
3276,ecography,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ECOGRAPHY</TD></TR><TR><TD>Subject category:</TD><TD>BIODIVERSITY CONSERVATION<BR>ECOLOGY</TD></TR></TABLE>",-35.429165,-26.052563,127.100000,14
